Mes,SemanaDelMes,DiaDeLaSemana,MarcaVehiculo,AreaAccidente,DiaReclamo,MesReclamo,SemanaReclamo,Genero,EstadoCivil,Edad,Culpa,TipoPoliza,CategoriaVehiculo,PrecioVehiculo,FraudeDetectado,NumeroPoliza,NumeroRepresentante,Deducible,CalificacionConductor,DiasPolizaAccidente,DiasPolizaReclamo,NumeroReclamosAnteriores,EdadVehiculo,EdadAsegurado,ReportePolicial,TestigoPresente,TipoAgente,NumeroSuplementos,CambioDireccionReclamo,NumeroVehiculos,Año,PolizaBase
Septiembre,5.0,Jueves,Honda,Urbano,Wednesday,Oct,1.0,Masculino,Casado,67.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,352,7,400,2,more than 30,more than 30,2 to 4,7 years,over 65,No,No,External,1 to 2,no change,1 vehicle,1994.0,All Perils
Septiembre,1.0,Domingo,Pontiac,Urbano,Wednesday,Oct,2.0,Femenino,Soltero,58.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,353,15,400,2,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1994.0,Liability
Marzo,2.0,Martes,Chevrolet,Urbano,Tuesday,Mar,2.0,Masculino,Casado,50.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,355,10,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994.0,All Perils
Marzo,2.0,Martes,Pontiac,Urbano,Monday,Mar,3.0,Masculino,Casado,50.0,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,356,7,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Enero,1.0,Lunes,Mazda,Urbano,Tuesday,Jan,1.0,Masculino,Casado,34.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,361,14,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,Collision
Febrero,2.0,Viernes,Toyota,Rural,Friday,Feb,2.0,Femenino,Casado,45.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,363,8,400,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994.0,Collision
Junio,3.0,Lunes,Pontiac,Urbano,Monday,Oct,1.0,Masculino,Casado,37.0,Policy Holder,Utility - All Perils,Utility,more than 69000,0,364,11,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994.0,All Perils
Abril,1.0,Miércoles,Chevrolet,Urbano,Monday,Apr,2.0,Masculino,Casado,30.0,Policy Holder,Utility - All Perils,Utility,more than 69000,0,366,14,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Enero,1.0,Lunes,Pontiac,Urbano,Wednesday,Jan,1.0,Masculino,Casado,50.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,367,8,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,under 6 months,1 vehicle,1994.0,All Perils
Junio,2.0,Lunes,Honda,Urbano,Thursday,Jun,3.0,Masculino,Casado,59.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,370,8,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,3 to 4,1994.0,Collision
Marzo,3.0,Viernes,Honda,Urbano,Monday,Mar,4.0,Femenino,Soltero,31.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,376,3,400,3,more than 30,more than 30,none,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Julio,2.0,Domingo,Toyota,Urbano,Wednesday,Aug,5.0,Femenino,Soltero,28.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,378,12,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994.0,Liability
Enero,1.0,Lunes,Ford,Urbano,Monday,Jan,2.0,Masculino,Casado,61.0,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,1,381,6,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994.0,Collision
Enero,1.0,Martes,Honda,Urbano,Wednesday,Jan,4.0,Masculino,Soltero,28.0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,386,7,400,3,more than 30,more than 30,none,new,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Enero,1.0,Martes,Honda,Urbano,Tuesday,Jan,1.0,Masculino,Soltero,0.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,389,15,400,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994.0,Liability
Febrero,4.0,Sábado,Pontiac,Urbano,Monday,Feb,4.0,Masculino,Soltero,29.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,390,10,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994.0,Liability
Mayo,1.0,Viernes,Ford,Rural,Monday,May,2.0,Masculino,Soltero,29.0,Third Party,Sedan - Liability,Sport,20000 to 29000,0,392,11,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,Internal,1 to 2,no change,1 vehicle,1994.0,Liability
Agosto,2.0,Martes,Pontiac,Urbano,Friday,Aug,2.0,Masculino,Casado,34.0,Third Party,Sedan - Liability,Sport,20000 to 29000,0,397,7,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994.0,Liability
Marzo,1.0,Viernes,Honda,Urbano,Monday,Mar,2.0,Femenino,Casado,39.0,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,401,12,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994.0,Collision
Diciembre,3.0,Jueves,Honda,Rural,Friday,Dec,3.0,Masculino,Casado,47.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,404,1,700,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994.0,All Perils
Julio,1.0,Lunes,Chevrolet,Urbano,Thursday,Jul,1.0,Masculino,Casado,32.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,407,4,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994.0,Liability
Mayo,4.0,Sábado,Pontiac,Urbano,Monday,May,4.0,Masculino,Casado,27.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,410,12,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,Liability
Mayo,3.0,Viernes,Pontiac,Urbano,Friday,Jun,2.0,Masculino,Soltero,36.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,411,9,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,3 to 4,1994.0,Liability
Octubre,4.0,Lunes,Mazda,Rural,Wednesday,Nov,2.0,Masculino,Casado,49.0,Policy Holder,Utility - All Perils,Utility,more than 69000,0,412,14,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994.0,All Perils
Septiembre,2.0,Lunes,Mazda,Urbano,Wednesday,Sep,3.0,Masculino,Casado,34.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,415,11,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994.0,All Perils
Octubre,3.0,Viernes,Honda,Urbano,Tuesday,Oct,3.0,Masculino,Soltero,45.0,Third Party,Sport - Collision,Sport,more than 69000,0,417,2,400,3,more than 30,more than 30,1,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1994.0,Collision
Mayo,1.0,Martes,Ford,Urbano,Tuesday,May,1.0,Masculino,Casado,46.0,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,418,13,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994.0,Collision
Marzo,4.0,Sábado,Toyota,Urbano,Friday,Apr,1.0,Femenino,Soltero,29.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,429,11,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,more than 8,1994.0,All Perils
Abril,3.0,Martes,Pontiac,Rural,Tuesday,May,1.0,Masculino,Casado,46.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,436,1,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Febrero,2.0,Jueves,Honda,Urbano,Friday,Mar,1.0,Masculino,Casado,67.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,440,16,400,4,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,1994.0,Collision
Febrero,4.0,Domingo,Pontiac,Urbano,Friday,Mar,1.0,Femenino,Casado,47.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,446,16,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994.0,Collision
Febrero,4.0,Jueves,Toyota,Urbano,Thursday,Feb,4.0,Femenino,Soltero,34.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,448,8,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994.0,Liability
Noviembre,1.0,Jueves,Toyota,Urbano,Thursday,Nov,1.0,Masculino,Casado,32.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,449,13,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Octubre,5.0,Lunes,Toyota,Urbano,Wednesday,Nov,1.0,Masculino,Casado,46.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,459,3,400,2,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994.0,Collision
Marzo,2.0,Martes,Pontiac,Urbano,Thursday,Mar,2.0,Masculino,Casado,50.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,472,11,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994.0,Liability
Septiembre,5.0,Viernes,Ford,Urbano,Tuesday,Oct,2.0,Masculino,Casado,51.0,Third Party,Sedan - Collision,Sedan,40000 to 59000,0,476,5,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994.0,Collision
Julio,5.0,Viernes,Pontiac,Urbano,Wednesday,Aug,1.0,Masculino,Casado,30.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,485,5,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,Collision
Marzo,3.0,Martes,Honda,Urbano,Wednesday,Mar,3.0,Masculino,Soltero,0.0,Third Party,Sedan - All Perils,Sedan,more than 69000,0,494,7,400,4,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Octubre,1.0,Lunes,Honda,Urbano,Monday,Oct,4.0,Masculino,Casado,32.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,495,13,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994.0,Liability
Octubre,3.0,Jueves,Mazda,Urbano,Monday,Oct,4.0,Masculino,Casado,49.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,498,15,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994.0,Collision
Octubre,3.0,Miércoles,Mazda,Urbano,Wednesday,Oct,3.0,Masculino,Casado,45.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,500,12,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994.0,Collision
Abril,2.0,Sábado,Honda,Urbano,Monday,Apr,3.0,Masculino,Soltero,35.0,Policy Holder,Sport - Collision,Sport,more than 69000,0,503,9,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,Collision
Marzo,1.0,Jueves,Toyota,Urbano,Thursday,Mar,1.0,Masculino,Soltero,30.0,Third Party,Sedan - Liability,Sport,30000 to 39000,0,507,13,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994.0,Liability
Enero,2.0,Domingo,Ford,Rural,Tuesday,Jan,2.0,Masculino,Casado,39.0,Third Party,Sedan - Liability,Sport,40000 to 59000,0,510,12,400,3,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,Internal,3 to 5,no change,1 vehicle,1994.0,Liability
Febrero,4.0,Lunes,Pontiac,Urbano,Tuesday,Feb,4.0,Masculino,Soltero,42.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,517,11,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994.0,Collision
Enero,4.0,Lunes,Toyota,Rural,Thursday,Feb,4.0,Masculino,Casado,58.0,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,520,8,400,4,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994.0,Collision
Febrero,1.0,Miércoles,Chevrolet,Urbano,Wednesday,Feb,1.0,Masculino,Casado,53.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,524,14,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994.0,Collision
Febrero,1.0,Viernes,Mazda,Urbano,Friday,Feb,1.0,Femenino,Casado,41.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,525,3,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994.0,Liability
Enero,2.0,Lunes,Mazda,Rural,Tuesday,Jan,2.0,Masculino,Casado,39.0,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,1,529,15,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994.0,Collision
Enero,2.0,Lunes,Pontiac,Urbano,Friday,Jan,3.0,Masculino,Casado,33.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,534,7,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,3 to 4,1994.0,Collision
Febrero,3.0,Lunes,Saab,Urbano,Monday,Feb,3.0,Masculino,Soltero,31.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,538,13,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994.0,Collision
Enero,2.0,Lunes,Honda,Urbano,Wednesday,Jan,2.0,Masculino,Casado,37.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,539,5,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Febrero,3.0,Sábado,Toyota,Urbano,Friday,Apr,1.0,Masculino,Casado,46.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,549,8,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994.0,Liability
Enero,5.0,Lunes,Honda,Urbano,Tuesday,Feb,1.0,Masculino,Casado,31.0,Policy Holder,Sport - Collision,Sport,more than 69000,0,558,1,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,Collision
Julio,1.0,Viernes,Pontiac,Rural,Monday,Jul,1.0,Femenino,Viudo,56.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,566,5,400,1,more than 30,more than 30,1,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994.0,Collision
Marzo,4.0,Martes,Pontiac,Urbano,Thursday,Mar,4.0,Femenino,Casado,45.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,571,5,400,4,more than 30,more than 30,1,5 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994.0,All Perils
Agosto,3.0,Lunes,Honda,Urbano,Tuesday,Aug,3.0,Masculino,Soltero,23.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,577,3,400,3,more than 30,more than 30,none,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994.0,Collision
Abril,2.0,Lunes,Mazda,Urbano,Monday,Apr,2.0,Masculino,Casado,36.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,578,10,400,2,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994.0,Liability
Junio,2.0,Viernes,Mazda,Rural,Wednesday,Jun,3.0,Masculino,Casado,52.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,579,7,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994.0,Collision
Septiembre,1.0,Martes,Toyota,Urbano,Thursday,Sep,2.0,Masculino,Casado,41.0,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,590,9,700,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994.0,Collision
Julio,2.0,Martes,Mazda,Urbano,Wednesday,Jul,2.0,Femenino,Casado,26.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,595,5,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994.0,Liability
Julio,2.0,Lunes,Ford,Urbano,Monday,Jul,2.0,Masculino,Casado,34.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,596,5,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994.0,Collision
Junio,3.0,Viernes,Mazda,Urbano,Monday,Jun,3.0,Masculino,Casado,30.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,597,10,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994.0,Collision
Agosto,4.0,Viernes,Toyota,Urbano,Friday,Sep,1.0,Masculino,Casado,26.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,599,16,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,Collision
Septiembre,2.0,Jueves,Chevrolet,Urbano,Friday,Sep,2.0,Masculino,Casado,32.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,604,14,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,Liability
Diciembre,3.0,Lunes,Accura,Urbano,Tuesday,Dec,3.0,Masculino,Soltero,28.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,605,16,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Abril,2.0,Viernes,Pontiac,Urbano,Monday,Apr,4.0,Masculino,Soltero,30.0,Third Party,Sedan - Liability,Sport,30000 to 39000,0,611,10,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,Liability
Julio,2.0,Miércoles,Pontiac,Urbano,Wednesday,Jul,2.0,Masculino,Casado,30.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,613,16,500,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,2 to 3 years,1 vehicle,1994.0,Liability
Junio,2.0,Viernes,Honda,Urbano,Tuesday,Jun,3.0,Masculino,Soltero,0.0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,614,4,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994.0,Collision
Enero,3.0,Sábado,Toyota,Urbano,Monday,Jan,5.0,Masculino,Soltero,28.0,Policy Holder,Sedan - Collision,Sedan,less than 20000,1,618,8,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994.0,Collision
Mayo,4.0,Sábado,Mazda,Urbano,Tuesday,Jun,3.0,Masculino,Casado,52.0,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,621,4,700,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994.0,Collision
Octubre,5.0,Domingo,Mazda,Urbano,Monday,Oct,5.0,Femenino,Casado,47.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,622,9,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994.0,Liability
Julio,2.0,Miércoles,Pontiac,Urbano,Monday,Jul,3.0,Masculino,Casado,42.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,626,7,400,2,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994.0,Collision
Noviembre,1.0,Domingo,Pontiac,Urbano,Friday,Nov,2.0,Masculino,Casado,55.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,629,13,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Abril,3.0,Viernes,Pontiac,Urbano,Monday,Apr,3.0,Masculino,Casado,39.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,636,9,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Agosto,5.0,Lunes,Toyota,Urbano,Wednesday,Aug,5.0,Femenino,Casado,40.0,Third Party,Sedan - Collision,Sedan,more than 69000,0,639,11,400,3,more than 30,more than 30,1,6 years,36 to 40,Sí,No,External,1 to 2,no change,1 vehicle,1994.0,Collision
Agosto,5.0,Miércoles,Toyota,Urbano,Wednesday,Aug,5.0,Masculino,Casado,45.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,640,3,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994.0,Collision
Diciembre,2.0,Viernes,Toyota,Urbano,Monday,Dec,2.0,Femenino,Casado,44.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,645,15,400,3,more than 30,more than 30,none,3 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994.0,All Perils
Septiembre,4.0,Sábado,Honda,Urbano,Thursday,Sep,5.0,Masculino,Casado,38.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,652,16,700,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,4 to 8 years,2 vehicles,1994.0,All Perils
Julio,1.0,Sábado,Toyota,Urbano,Tuesday,Jul,2.0,Masculino,Casado,34.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,672,16,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Marzo,5.0,Lunes,Toyota,Urbano,Tuesday,Apr,1.0,Masculino,Casado,28.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,677,6,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994.0,All Perils
Abril,5.0,Viernes,Pontiac,Urbano,Wednesday,May,3.0,Masculino,Casado,60.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,678,4,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994.0,All Perils
Agosto,4.0,Viernes,Pontiac,Rural,Monday,Aug,5.0,Masculino,Casado,45.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,692,3,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Enero,3.0,Miércoles,Mazda,Rural,Tuesday,Feb,1.0,Masculino,Soltero,33.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,701,8,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994.0,All Perils
Mayo,4.0,Lunes,Chevrolet,Urbano,Tuesday,May,5.0,Masculino,Casado,44.0,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,704,4,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994.0,Collision
